,0.01,0.02,0.04,0.08,0.16,0.32,MVO
128,2.2192554473876953,5.77111554145813,46.2727255821228,24.84631037712097,26.092422485351562,31.147640228271484,3.022737741470337
181,3.06901216506958,26.810702562332153,70.2109055519104,61.7121307849884,66.42745995521545,43.93253016471863,3.5455758571624756
256,14.101377010345459,115.37712121009827,59.64345669746399,31.50525975227356,35.192416191101074,43.62058138847351,4.322125196456909
362,51.344234228134155,56.65305995941162,42.28284454345703,38.88862895965576,54.07159948348999,67.16495156288147,5.666287899017334
512,161.07794952392578,103.4995744228363,70.21587419509888,70.16265296936035,83.71871209144592,80.1751983165741,8.5755774974823
724,169.9857165813446,214.13427639007568,63.885759353637695,78.4031355381012,81.32518911361694,51.905643463134766,12.956624507904053
1024,773.2056500911713,575.2454011440277,82.72824811935425,92.1994092464447,114.22922348976135,257.1130609512329,18.394224643707275
1448,448.86309146881104,128.81662940979004,165.5947780609131,186.06975030899048,39575.11988687515,99.00821304321289,31.83850336074829
